Fecha y hora del ciclo Pomodoro:
Y-m-d Fuera del horario laboral. Ciclo Pomodoro pausado.
2025-07-15 Trabajando..., vas 0 minutos
2025-07-22 15:07:19 Trabajando..., vas 7 minutos
2025-07-22 15:08:19 Trabajando..., vas 8 minutos
2025-07-22 15:09:19 Trabajando..., vas 9 minutos
2025-07-22 15:10:19 Trabajando..., vas 10 minutos
2025-07-22 15:11:19 Trabajando..., vas 11 minutos
2025-07-22 15:12:19 Trabajando..., vas 12 minutos
2025-07-22 15:13:19 Trabajando..., vas 13 minutos
2025-07-22 15:14:20 Trabajando..., vas 14 minutos
2025-07-22 15:15:20 Trabajando..., vas 15 minutos
2025-07-22 15:16:20 Trabajando..., vas 16 minutos
2025-07-22 15:17:20 Trabajando..., vas 17 minutos
2025-07-22 15:18:20 Trabajando..., vas 18 minutos
2025-07-22 15:19:20 Trabajando..., vas 19 minutos
2025-07-22 15:20:20 Trabajando..., vas 20 minutos
2025-07-22 15:21:20 Trabajando..., vas 21 minutos
2025-07-22 15:22:20 Trabajando..., vas 22 minutos
2025-07-22 15:23:20 Trabajando..., vas 23 minutos
2025-07-22 15:24:20 Trabajando..., vas 24 minutos
2025-07-22 15:25:20 ¡Hora de descansar!, vas 0 minutos
2025-07-22 15:26:20 ¡Hora de descansar!, vas 1 minutos
2025-07-22 15:27:20 ¡Hora de descansar!, vas 2 minutos
2025-07-22 15:28:20 ¡Hora de descansar!, vas 3 minutos
2025-07-22 15:29:20 ¡Hora de descansar!, vas 4 minutos
2025-07-22 15:30:20 Trabajando..., vas 0 minutos
2025-07-22 15:31:20 Trabajando..., vas 1 minutos
2025-07-22 15:32:20 Trabajando..., vas 2 minutos
2025-07-22 15:33:20 Trabajando..., vas 3 minutos
2025-07-22 15:34:20 Trabajando..., vas 4 minutos
2025-07-22 15:35:20 Trabajando..., vas 5 minutos
2025-07-22 15:36:20 Trabajando..., vas 6 minutos
2025-07-22 15:37:20 Trabajando..., vas 7 minutos
2025-07-22 15:38:20 Trabajando..., vas 8 minutos
2025-07-22 15:39:20 Trabajando..., vas 9 minutos
2025-07-22 15:40:20 Trabajando..., vas 10 minutos
2025-07-22 15:41:20 Trabajando..., vas 11 minutos
2025-07-22 15:42:20 Trabajando..., vas 12 minutos
2025-07-22 15:43:20 Trabajando..., vas 13 minutos
2025-07-22 15:44:20 Trabajando..., vas 14 minutos
2025-07-22 15:45:20 Trabajando..., vas 15 minutos
2025-07-23 09:18:27 Trabajando..., vas 0 minutos
2025-07-23 09:19:27 Trabajando..., vas 1 minutos
2025-07-23 09:20:27 Trabajando..., vas 2 minutos
2025-07-23 09:21:27 Trabajando..., vas 3 minutos
2025-07-23 09:22:27 Trabajando..., vas 4 minutos
2025-07-23 09:23:27 Trabajando..., vas 5 minutos
2025-07-23 09:24:27 Trabajando..., vas 6 minutos
2025-07-23 09:25:27 Trabajando..., vas 7 minutos
2025-07-23 09:26:27 Trabajando..., vas 8 minutos
2025-07-23 09:27:27 Trabajando..., vas 9 minutos
2025-07-23 09:28:27 Trabajando..., vas 10 minutos
2025-07-23 09:29:28 Trabajando..., vas 11 minutos
2025-07-23 09:30:28 Trabajando..., vas 12 minutos
2025-07-23 09:31:28 Trabajando..., vas 13 minutos
2025-07-23 09:32:28 Trabajando..., vas 14 minutos
2025-07-23 09:33:28 Trabajando..., vas 15 minutos
2025-07-23 09:34:28 Trabajando..., vas 16 minutos
2025-07-23 09:35:28 Trabajando..., vas 17 minutos
2025-07-23 09:36:28 Trabajando..., vas 18 minutos
2025-07-23 09:37:28 Trabajando..., vas 19 minutos
2025-07-23 09:38:28 Trabajando..., vas 20 minutos
2025-07-23 09:39:28 Trabajando..., vas 21 minutos
2025-07-23 09:40:28 Trabajando..., vas 22 minutos
2025-07-23 09:41:28 Trabajando..., vas 23 minutos
2025-07-23 09:42:28 Trabajando..., vas 24 minutos
2025-07-23 09:43:28 ¡Hora de descansar!, vas 0 minutos
2025-07-23 09:44:28 ¡Hora de descansar!, vas 1 minutos
2025-07-23 09:45:28 ¡Hora de descansar!, vas 2 minutos
2025-07-23 09:46:28 ¡Hora de descansar!, vas 3 minutos
2025-07-23 09:47:29 ¡Hora de descansar!, vas 4 minutos
2025-07-23 09:48:29 Trabajando..., vas 0 minutos
2025-07-23 09:49:29 Trabajando..., vas 1 minutos
2025-07-23 09:50:29 Trabajando..., vas 2 minutos
2025-07-23 09:51:29 Trabajando..., vas 3 minutos
2025-07-23 09:52:29 Trabajando..., vas 4 minutos
2025-07-23 09:53:29 Trabajando..., vas 5 minutos
2025-07-23 09:54:29 Trabajando..., vas 6 minutos
2025-07-23 09:55:29 Trabajando..., vas 7 minutos
2025-07-23 09:56:29 Trabajando..., vas 8 minutos
2025-07-23 09:57:29 Trabajando..., vas 9 minutos
2025-07-23 09:58:29 Trabajando..., vas 10 minutos
2025-07-23 09:59:29 Trabajando..., vas 11 minutos
2025-07-23 10:00:29 Trabajando..., vas 12 minutos
2025-07-23 10:01:29 Trabajando..., vas 13 minutos
2025-07-23 10:02:29 Trabajando..., vas 14 minutos
2025-07-23 10:03:29 Trabajando..., vas 15 minutos
2025-07-23 10:04:29 Trabajando..., vas 16 minutos
2025-07-23 10:05:29 Trabajando..., vas 17 minutos
2025-07-23 10:06:29 Trabajando..., vas 18 minutos
2025-07-23 10:07:29 Trabajando..., vas 19 minutos
2025-07-23 10:08:29 Trabajando..., vas 20 minutos
2025-07-23 10:09:29 Trabajando..., vas 21 minutos
2025-07-23 10:10:29 Trabajando..., vas 22 minutos
2025-07-23 10:11:30 Trabajando..., vas 23 minutos
2025-07-23 10:12:30 Trabajando..., vas 24 minutos
2025-07-23 10:13:30 ¡Hora de descansar!, vas 0 minutos
2025-07-23 10:14:30 ¡Hora de descansar!, vas 1 minutos
2025-07-23 10:15:30 ¡Hora de descansar!, vas 2 minutos
2025-07-23 10:16:30 ¡Hora de descansar!, vas 3 minutos
2025-07-23 10:17:30 ¡Hora de descansar!, vas 4 minutos
2025-07-23 10:18:30 Trabajando..., vas 0 minutos
2025-07-23 10:19:30 Trabajando..., vas 1 minutos
2025-07-23 10:20:30 Trabajando..., vas 2 minutos
2025-07-23 10:21:30 Trabajando..., vas 3 minutos
2025-07-23 10:22:30 Trabajando..., vas 4 minutos
2025-07-23 10:23:30 Trabajando..., vas 5 minutos
2025-07-23 10:24:30 Trabajando..., vas 6 minutos
2025-07-23 10:25:30 Trabajando..., vas 7 minutos
2025-07-23 10:26:30 Trabajando..., vas 8 minutos
2025-07-23 10:27:30 Trabajando..., vas 9 minutos
2025-07-23 10:28:30 Trabajando..., vas 10 minutos
2025-07-23 10:29:30 Trabajando..., vas 11 minutos
2025-07-23 10:30:30 Trabajando..., vas 12 minutos
2025-07-23 10:31:30 Trabajando..., vas 13 minutos
2025-07-23 10:32:30 Trabajando..., vas 14 minutos
2025-07-23 10:33:31 Trabajando..., vas 15 minutos
2025-07-23 10:34:31 Trabajando..., vas 16 minutos
2025-07-23 10:35:31 Trabajando..., vas 17 minutos
2025-07-23 10:36:31 Trabajando..., vas 18 minutos
2025-07-23 10:37:31 Trabajando..., vas 19 minutos
2025-07-23 10:38:31 Trabajando..., vas 20 minutos
2025-07-23 10:39:31 Trabajando..., vas 21 minutos
2025-07-23 10:40:31 Trabajando..., vas 22 minutos
2025-07-23 10:41:31 Trabajando..., vas 23 minutos
2025-07-23 10:42:31 Trabajando..., vas 24 minutos
2025-07-23 10:43:31 ¡Hora de descansar!, vas 0 minutos
2025-07-23 10:44:31 ¡Hora de descansar!, vas 1 minutos
2025-07-23 10:45:31 ¡Hora de descansar!, vas 2 minutos
2025-07-23 10:46:31 ¡Hora de descansar!, vas 3 minutos
2025-07-23 10:47:31 ¡Hora de descansar!, vas 4 minutos
2025-07-23 10:48:31 Trabajando..., vas 0 minutos
2025-07-23 10:49:31 Trabajando..., vas 1 minutos
2025-07-23 10:50:31 Trabajando..., vas 2 minutos
2025-07-23 10:51:31 Trabajando..., vas 3 minutos
2025-07-23 10:52:31 Trabajando..., vas 4 minutos
2025-07-23 10:53:31 Trabajando..., vas 5 minutos
2025-07-23 10:54:31 Trabajando..., vas 6 minutos
2025-07-23 10:55:33 Trabajando..., vas 7 minutos
2025-07-23 10:56:33 Trabajando..., vas 8 minutos
2025-07-23 10:57:33 Trabajando..., vas 9 minutos
2025-07-23 10:58:33 Trabajando..., vas 10 minutos
2025-07-23 10:59:33 Trabajando..., vas 11 minutos
2025-07-23 11:00:33 Trabajando..., vas 12 minutos
2025-07-23 11:01:33 Trabajando..., vas 13 minutos
2025-07-23 11:02:33 Trabajando..., vas 14 minutos
2025-07-23 11:03:33 Trabajando..., vas 15 minutos
2025-07-23 11:04:33 Trabajando..., vas 16 minutos
2025-07-23 11:05:33 Trabajando..., vas 17 minutos
2025-07-23 11:06:33 Trabajando..., vas 18 minutos
2025-07-23 11:07:33 Trabajando..., vas 19 minutos
2025-07-23 11:08:33 Trabajando..., vas 20 minutos
2025-07-23 11:09:33 Trabajando..., vas 21 minutos
2025-07-23 11:10:33 Trabajando..., vas 22 minutos
2025-07-23 11:11:33 Trabajando..., vas 23 minutos
2025-07-23 11:12:34 Trabajando..., vas 24 minutos
2025-07-23 11:13:34 ¡Hora de descansar!, vas 0 minutos
2025-07-23 11:14:34 ¡Hora de descansar!, vas 1 minutos
2025-07-23 11:15:34 ¡Hora de descansar!, vas 2 minutos
2025-07-23 11:16:34 ¡Hora de descansar!, vas 3 minutos
2025-07-23 11:17:34 ¡Hora de descansar!, vas 4 minutos
2025-07-23 11:18:34 Trabajando..., vas 0 minutos
2025-07-23 11:19:34 Trabajando..., vas 1 minutos
2025-07-23 11:20:34 Trabajando..., vas 2 minutos
2025-07-23 11:21:34 Trabajando..., vas 3 minutos
2025-07-23 11:22:34 Trabajando..., vas 4 minutos
2025-07-23 11:23:34 Trabajando..., vas 5 minutos
2025-07-23 11:24:34 Trabajando..., vas 6 minutos
2025-07-23 11:25:34 Trabajando..., vas 7 minutos
2025-07-23 11:26:34 Trabajando..., vas 8 minutos
2025-07-23 11:27:34 Trabajando..., vas 9 minutos
2025-07-23 11:28:34 Trabajando..., vas 10 minutos
2025-07-23 11:29:34 Trabajando..., vas 11 minutos
2025-07-23 11:30:34 Trabajando..., vas 12 minutos
2025-07-23 11:31:34 Trabajando..., vas 13 minutos
2025-07-23 11:32:34 Trabajando..., vas 14 minutos
2025-07-23 11:33:34 Trabajando..., vas 15 minutos
2025-07-23 11:34:34 Trabajando..., vas 16 minutos
2025-07-23 11:35:34 Trabajando..., vas 17 minutos
2025-07-23 11:36:34 Trabajando..., vas 18 minutos
2025-07-23 11:37:34 Trabajando..., vas 19 minutos
2025-07-23 11:38:34 Trabajando..., vas 20 minutos
2025-07-23 11:39:34 Trabajando..., vas 21 minutos
2025-07-23 11:40:34 Trabajando..., vas 22 minutos
2025-07-23 11:41:34 Trabajando..., vas 23 minutos
2025-07-23 11:42:34 Trabajando..., vas 24 minutos
2025-07-23 11:43:34 ¡Hora de descansar!, vas 0 minutos
2025-07-23 11:44:34 ¡Hora de descansar!, vas 1 minutos
2025-07-23 11:45:34 ¡Hora de descansar!, vas 2 minutos
2025-07-23 11:46:34 ¡Hora de descansar!, vas 3 minutos
2025-07-23 11:47:34 ¡Hora de descansar!, vas 4 minutos
2025-07-23 11:48:34 Trabajando..., vas 0 minutos
2025-07-23 11:49:34 Trabajando..., vas 1 minutos
2025-07-23 11:50:34 Trabajando..., vas 2 minutos
2025-07-23 11:51:34 Trabajando..., vas 3 minutos
2025-07-23 11:52:35 Trabajando..., vas 4 minutos
2025-07-23 11:53:35 Trabajando..., vas 5 minutos
2025-07-23 11:54:35 Trabajando..., vas 6 minutos
2025-07-23 11:55:35 Trabajando..., vas 7 minutos
2025-07-23 11:56:35 Trabajando..., vas 8 minutos
2025-07-23 11:57:35 Trabajando..., vas 9 minutos
2025-07-23 11:58:35 Trabajando..., vas 10 minutos
2025-07-23 11:59:35 Trabajando..., vas 11 minutos
2025-07-23 12:00:35 Trabajando..., vas 12 minutos
2025-07-23 12:01:35 Trabajando..., vas 13 minutos
2025-07-23 12:02:35 Trabajando..., vas 14 minutos
2025-07-23 12:03:35 Trabajando..., vas 15 minutos
2025-07-23 12:04:35 Trabajando..., vas 16 minutos
2025-07-23 12:05:35 Trabajando..., vas 17 minutos
2025-07-23 12:06:35 Trabajando..., vas 18 minutos
2025-07-23 12:07:35 Trabajando..., vas 19 minutos
2025-07-23 12:08:35 Trabajando..., vas 20 minutos
2025-07-23 12:09:35 Trabajando..., vas 21 minutos
2025-07-23 12:10:35 Trabajando..., vas 22 minutos
2025-07-23 12:11:35 Trabajando..., vas 23 minutos
2025-07-23 12:12:35 Trabajando..., vas 24 minutos
2025-07-23 12:13:35 ¡Hora de descansar!, vas 0 minutos
2025-07-23 12:14:35 ¡Hora de descansar!, vas 1 minutos
2025-07-23 12:15:35 ¡Hora de descansar!, vas 2 minutos
2025-07-23 12:16:35 ¡Hora de descansar!, vas 3 minutos
2025-07-23 12:17:35 ¡Hora de descansar!, vas 4 minutos
2025-07-23 12:18:35 Trabajando..., vas 0 minutos
2025-07-23 12:19:35 Trabajando..., vas 1 minutos
2025-07-23 12:20:35 Trabajando..., vas 2 minutos
2025-07-23 12:21:35 Trabajando..., vas 3 minutos
2025-07-23 12:22:35 Trabajando..., vas 4 minutos
2025-07-23 12:23:35 Trabajando..., vas 5 minutos
2025-07-23 12:24:35 Trabajando..., vas 6 minutos
2025-07-23 12:25:35 Trabajando..., vas 7 minutos
2025-07-23 12:26:35 Trabajando..., vas 8 minutos
2025-07-23 12:27:35 Trabajando..., vas 9 minutos
2025-07-23 12:28:36 Trabajando..., vas 10 minutos
2025-07-23 12:29:36 Trabajando..., vas 11 minutos
2025-07-23 12:30:36 Trabajando..., vas 12 minutos
2025-07-23 12:31:36 Trabajando..., vas 13 minutos
2025-07-23 12:32:36 Trabajando..., vas 14 minutos
2025-07-23 12:33:36 Trabajando..., vas 15 minutos
2025-07-23 12:34:36 Trabajando..., vas 16 minutos
2025-07-23 12:35:36 Trabajando..., vas 17 minutos
2025-07-23 12:36:36 Trabajando..., vas 18 minutos
2025-07-23 12:37:36 Trabajando..., vas 19 minutos
2025-07-23 12:38:36 Trabajando..., vas 20 minutos
2025-07-23 12:39:36 Trabajando..., vas 21 minutos
2025-07-23 12:40:36 Trabajando..., vas 22 minutos
2025-07-23 12:41:36 Trabajando..., vas 23 minutos
2025-07-23 12:42:36 Trabajando..., vas 24 minutos
2025-07-23 12:43:36 ¡Hora de descansar!, vas 0 minutos
2025-07-23 12:44:36 ¡Hora de descansar!, vas 1 minutos
2025-07-23 12:45:36 ¡Hora de descansar!, vas 2 minutos
2025-07-23 12:46:36 ¡Hora de descansar!, vas 3 minutos
2025-07-23 12:47:36 ¡Hora de descansar!, vas 4 minutos
2025-07-23 12:48:36 Trabajando..., vas 0 minutos
2025-07-23 12:49:36 Trabajando..., vas 1 minutos
2025-07-23 12:50:36 Trabajando..., vas 2 minutos
2025-07-23 12:51:36 Trabajando..., vas 3 minutos
2025-07-23 12:52:36 Trabajando..., vas 4 minutos
2025-07-23 12:53:36 Trabajando..., vas 5 minutos
2025-07-23 12:54:36 Trabajando..., vas 6 minutos
2025-07-23 12:55:36 Trabajando..., vas 7 minutos
2025-07-23 12:56:36 Trabajando..., vas 8 minutos
2025-07-23 12:57:36 Trabajando..., vas 9 minutos
2025-07-23 12:58:36 Trabajando..., vas 10 minutos
2025-07-23 12:59:36 Trabajando..., vas 11 minutos
2025-07-23 13:00:36 ¡Hora de almorzar!
2025-07-23 13:30:36 Trabajando..., vas 12 minutos
2025-07-23 13:31:36 Trabajando..., vas 13 minutos
2025-07-23 13:32:36 Trabajando..., vas 14 minutos
2025-07-23 13:33:36 Trabajando..., vas 15 minutos
2025-07-23 13:34:37 Trabajando..., vas 16 minutos
2025-07-23 13:35:37 Trabajando..., vas 17 minutos
2025-07-23 13:36:37 Trabajando..., vas 18 minutos
2025-07-23 13:37:37 Trabajando..., vas 19 minutos
2025-07-23 13:38:37 Trabajando..., vas 20 minutos
2025-07-23 13:39:37 Trabajando..., vas 21 minutos
2025-07-23 13:40:37 Trabajando..., vas 22 minutos
2025-07-23 13:41:37 Trabajando..., vas 23 minutos
2025-07-23 13:42:37 Trabajando..., vas 24 minutos
2025-07-23 13:43:37 ¡Hora de descansar!, vas 0 minutos
2025-07-23 13:44:37 ¡Hora de descansar!, vas 1 minutos
2025-07-23 13:45:37 ¡Hora de descansar!, vas 2 minutos
2025-07-23 13:46:37 ¡Hora de descansar!, vas 3 minutos
2025-07-23 13:47:37 ¡Hora de descansar!, vas 4 minutos
2025-07-23 13:48:37 Trabajando..., vas 0 minutos
2025-07-23 13:49:37 Trabajando..., vas 1 minutos
2025-07-23 13:50:37 Trabajando..., vas 2 minutos
2025-07-23 13:51:37 Trabajando..., vas 3 minutos
2025-07-23 13:52:37 Trabajando..., vas 4 minutos
2025-07-23 13:53:37 Trabajando..., vas 5 minutos
2025-07-23 13:54:37 Trabajando..., vas 6 minutos
2025-07-23 13:55:37 Trabajando..., vas 7 minutos
2025-07-23 13:56:37 Trabajando..., vas 8 minutos
2025-07-23 13:57:37 Trabajando..., vas 9 minutos
2025-07-23 13:58:37 Trabajando..., vas 10 minutos
2025-07-23 13:59:37 Trabajando..., vas 11 minutos
2025-07-23 14:00:37 Trabajando..., vas 12 minutos
2025-07-23 14:01:37 Trabajando..., vas 13 minutos
2025-07-23 14:02:37 Trabajando..., vas 14 minutos
2025-07-23 14:03:37 Trabajando..., vas 15 minutos
2025-07-23 14:04:37 Trabajando..., vas 16 minutos
2025-07-23 14:05:37 Trabajando..., vas 17 minutos
2025-07-23 14:06:37 Trabajando..., vas 18 minutos
2025-07-23 14:07:37 Trabajando..., vas 19 minutos
2025-07-23 14:08:37 Trabajando..., vas 20 minutos
2025-07-23 14:09:37 Trabajando..., vas 21 minutos
2025-07-23 14:10:37 Trabajando..., vas 22 minutos
2025-07-23 14:11:38 Trabajando..., vas 23 minutos
2025-07-23 14:12:38 Trabajando..., vas 24 minutos
2025-07-23 14:13:38 ¡Hora de descansar!, vas 0 minutos
2025-07-23 14:14:38 ¡Hora de descansar!, vas 1 minutos
2025-07-23 14:15:38 ¡Hora de descansar!, vas 2 minutos
2025-07-23 14:16:38 ¡Hora de descansar!, vas 3 minutos
2025-07-23 14:17:38 ¡Hora de descansar!, vas 4 minutos
2025-07-23 14:18:38 Trabajando..., vas 0 minutos
2025-07-23 14:19:38 Trabajando..., vas 1 minutos
2025-07-23 14:20:38 Trabajando..., vas 2 minutos
2025-07-23 14:21:38 Trabajando..., vas 3 minutos
2025-07-23 14:22:38 Trabajando..., vas 4 minutos
2025-07-23 14:23:38 Trabajando..., vas 5 minutos
2025-07-23 14:24:38 Trabajando..., vas 6 minutos
2025-07-23 14:25:38 Trabajando..., vas 7 minutos
2025-07-23 14:26:38 Trabajando..., vas 8 minutos
2025-07-23 14:27:38 Trabajando..., vas 9 minutos
2025-07-23 14:28:38 Trabajando..., vas 10 minutos
2025-07-23 14:29:38 Trabajando..., vas 11 minutos
2025-07-23 14:30:38 Trabajando..., vas 12 minutos
2025-07-23 14:31:38 Trabajando..., vas 13 minutos
2025-07-23 14:32:38 Trabajando..., vas 14 minutos
2025-07-23 14:33:38 Trabajando..., vas 15 minutos
2025-07-23 14:34:38 Trabajando..., vas 16 minutos
2025-07-23 14:35:38 Trabajando..., vas 17 minutos
2025-07-23 14:36:38 Trabajando..., vas 18 minutos
2025-07-23 14:37:38 Trabajando..., vas 19 minutos
2025-07-23 14:38:38 Trabajando..., vas 20 minutos
2025-07-23 14:39:38 Trabajando..., vas 21 minutos
2025-07-23 14:40:38 Trabajando..., vas 22 minutos
2025-07-23 14:41:38 Trabajando..., vas 23 minutos
2025-07-23 14:42:38 Trabajando..., vas 24 minutos
2025-07-23 14:43:38 ¡Hora de descansar!, vas 0 minutos
2025-07-23 14:44:38 ¡Hora de descansar!, vas 1 minutos
2025-07-23 14:45:38 ¡Hora de descansar!, vas 2 minutos
2025-07-23 14:46:38 ¡Hora de descansar!, vas 3 minutos
2025-07-23 14:47:38 ¡Hora de descansar!, vas 4 minutos
2025-07-23 14:48:38 Trabajando..., vas 0 minutos
2025-07-23 14:49:39 Trabajando..., vas 1 minutos
2025-07-23 14:50:39 Trabajando..., vas 2 minutos
2025-07-23 14:51:39 Trabajando..., vas 3 minutos
2025-07-23 14:52:39 Trabajando..., vas 4 minutos
2025-07-23 14:53:39 Trabajando..., vas 5 minutos
2025-07-23 14:54:39 Trabajando..., vas 6 minutos
2025-07-23 14:55:39 Trabajando..., vas 7 minutos
2025-07-23 14:56:39 Trabajando..., vas 8 minutos
2025-07-23 14:57:39 Trabajando..., vas 9 minutos
2025-07-23 14:58:39 Trabajando..., vas 10 minutos
2025-07-23 14:59:39 Trabajando..., vas 11 minutos
2025-07-23 15:00:39 Trabajando..., vas 12 minutos
2025-07-23 15:01:39 Trabajando..., vas 13 minutos
2025-07-23 15:02:39 Trabajando..., vas 14 minutos
2025-07-23 15:03:39 Trabajando..., vas 15 minutos
2025-07-23 15:04:39 Trabajando..., vas 16 minutos
2025-07-23 15:05:39 Trabajando..., vas 17 minutos
2025-07-23 15:06:39 Trabajando..., vas 18 minutos
2025-07-23 15:07:39 Trabajando..., vas 19 minutos
2025-07-23 15:08:39 Trabajando..., vas 20 minutos
2025-07-23 15:09:39 Trabajando..., vas 21 minutos
2025-07-23 15:10:39 Trabajando..., vas 22 minutos
2025-07-23 15:11:39 Trabajando..., vas 23 minutos
2025-07-23 15:12:39 Trabajando..., vas 24 minutos
2025-07-23 15:13:39 ¡Hora de descansar!, vas 0 minutos
2025-07-23 15:14:40 ¡Hora de descansar!, vas 1 minutos
2025-07-23 15:15:40 ¡Hora de descansar!, vas 2 minutos
2025-07-23 15:16:40 ¡Hora de descansar!, vas 3 minutos
2025-07-23 15:17:40 ¡Hora de descansar!, vas 4 minutos
2025-07-23 15:18:40 Trabajando..., vas 0 minutos
2025-07-23 15:19:40 Trabajando..., vas 1 minutos
2025-07-23 15:20:40 Trabajando..., vas 2 minutos
2025-07-23 15:21:40 Trabajando..., vas 3 minutos
2025-07-23 15:22:40 Trabajando..., vas 4 minutos
2025-07-23 15:23:40 Trabajando..., vas 5 minutos
2025-07-23 15:24:40 Trabajando..., vas 6 minutos
2025-07-23 15:25:40 Trabajando..., vas 7 minutos
2025-07-23 15:26:40 Trabajando..., vas 8 minutos
2025-07-23 15:27:40 Trabajando..., vas 9 minutos
2025-07-23 15:28:40 Trabajando..., vas 10 minutos
2025-07-23 15:29:40 Trabajando..., vas 11 minutos
2025-07-23 15:30:40 Trabajando..., vas 12 minutos
2025-07-23 15:31:40 Trabajando..., vas 13 minutos
2025-07-23 15:32:40 Trabajando..., vas 14 minutos
2025-07-23 15:33:40 Trabajando..., vas 15 minutos
2025-07-23 15:34:40 Trabajando..., vas 16 minutos
2025-07-23 15:35:40 Trabajando..., vas 17 minutos
2025-07-23 15:36:41 Trabajando..., vas 18 minutos
2025-07-23 15:37:41 Trabajando..., vas 19 minutos
2025-07-23 15:38:41 Trabajando..., vas 20 minutos
2025-07-23 15:39:41 Trabajando..., vas 21 minutos
2025-07-23 15:40:41 Trabajando..., vas 22 minutos
2025-07-23 15:41:41 Trabajando..., vas 23 minutos
2025-07-23 15:42:41 Trabajando..., vas 24 minutos
2025-07-23 15:43:41 ¡Hora de descansar!, vas 0 minutos
2025-07-23 15:44:41 ¡Hora de descansar!, vas 1 minutos
2025-07-23 15:45:41 ¡Hora de descansar!, vas 2 minutos
2025-07-23 15:46:41 ¡Hora de descansar!, vas 3 minutos
2025-07-23 15:47:41 ¡Hora de descansar!, vas 4 minutos
2025-07-23 15:48:41 Trabajando..., vas 0 minutos
2025-07-23 15:49:41 Trabajando..., vas 1 minutos
2025-07-23 15:50:41 Trabajando..., vas 2 minutos
2025-07-23 15:51:41 Trabajando..., vas 3 minutos
2025-07-23 15:52:41 Trabajando..., vas 4 minutos
2025-07-23 15:53:41 Trabajando..., vas 5 minutos
2025-07-23 15:54:41 Trabajando..., vas 6 minutos
2025-07-23 15:55:41 Trabajando..., vas 7 minutos
2025-07-23 15:56:42 Trabajando..., vas 8 minutos
2025-07-23 15:57:42 Trabajando..., vas 9 minutos
2025-07-23 15:58:42 Trabajando..., vas 10 minutos
2025-07-23 15:59:42 Trabajando..., vas 11 minutos
2025-07-23 16:00:42 Trabajando..., vas 12 minutos
2025-07-23 16:01:42 Trabajando..., vas 13 minutos
2025-07-23 16:02:42 Trabajando..., vas 14 minutos
2025-07-23 16:03:42 Trabajando..., vas 15 minutos
2025-07-23 16:04:42 Trabajando..., vas 16 minutos
2025-07-23 16:05:42 Trabajando..., vas 17 minutos
2025-07-23 16:06:42 Trabajando..., vas 18 minutos
2025-07-23 16:07:42 Trabajando..., vas 19 minutos
2025-07-23 16:08:42 Trabajando..., vas 20 minutos
2025-07-23 16:09:42 Trabajando..., vas 21 minutos
2025-07-23 16:10:42 Trabajando..., vas 22 minutos
2025-07-23 16:11:42 Trabajando..., vas 23 minutos
2025-07-23 16:12:42 Trabajando..., vas 24 minutos
2025-07-23 16:13:42 ¡Hora de descansar!, vas 0 minutos
2025-07-23 16:14:42 ¡Hora de descansar!, vas 1 minutos
2025-07-23 16:15:42 ¡Hora de descansar!, vas 2 minutos
2025-07-23 16:16:42 ¡Hora de descansar!, vas 3 minutos
2025-07-23 16:17:42 ¡Hora de descansar!, vas 4 minutos
2025-07-23 16:18:42 Trabajando..., vas 0 minutos
2025-07-23 16:19:43 Trabajando..., vas 1 minutos
2025-07-23 16:20:43 Trabajando..., vas 2 minutos
2025-07-23 16:21:43 Trabajando..., vas 3 minutos
2025-07-23 16:22:43 Trabajando..., vas 4 minutos
2025-07-23 16:23:43 Trabajando..., vas 5 minutos
2025-07-23 16:24:43 Trabajando..., vas 6 minutos
2025-07-23 16:25:43 Trabajando..., vas 7 minutos
2025-07-23 16:26:43 Trabajando..., vas 8 minutos
2025-07-23 16:27:43 Trabajando..., vas 9 minutos
2025-07-23 16:28:43 Trabajando..., vas 10 minutos
2025-07-23 16:29:43 Trabajando..., vas 11 minutos
2025-07-23 16:30:43 Trabajando..., vas 12 minutos
2025-07-23 16:31:43 Trabajando..., vas 13 minutos
2025-07-23 16:32:43 Trabajando..., vas 14 minutos
2025-07-23 16:33:43 Trabajando..., vas 15 minutos
2025-07-23 16:34:43 Trabajando..., vas 16 minutos
2025-07-23 16:35:43 Trabajando..., vas 17 minutos
2025-07-23 16:36:43 Trabajando..., vas 18 minutos
2025-07-23 16:37:43 Trabajando..., vas 19 minutos
2025-07-23 16:38:43 Trabajando..., vas 20 minutos
2025-07-23 16:39:44 Trabajando..., vas 21 minutos
2025-07-23 16:40:44 Trabajando..., vas 22 minutos
2025-07-23 16:41:44 Trabajando..., vas 23 minutos
2025-07-23 16:42:44 Trabajando..., vas 24 minutos
2025-07-23 16:43:44 ¡Hora de descansar!, vas 0 minutos
2025-07-23 16:44:45 ¡Hora de descansar!, vas 1 minutos
2025-07-23 16:45:45 ¡Hora de descansar!, vas 2 minutos
2025-07-23 16:46:45 ¡Hora de descansar!, vas 3 minutos
2025-07-23 16:47:45 ¡Hora de descansar!, vas 4 minutos
2025-07-23 16:48:45 Trabajando..., vas 0 minutos
2025-07-23 16:49:45 Trabajando..., vas 1 minutos
2025-07-23 16:50:45 Trabajando..., vas 2 minutos
2025-07-23 16:51:45 Trabajando..., vas 3 minutos
2025-07-23 16:52:45 Trabajando..., vas 4 minutos
2025-07-23 16:53:46 Trabajando..., vas 5 minutos
2025-07-23 16:54:46 Trabajando..., vas 6 minutos
